,trna.rep.1.tp.1_0,trna.rep.2.tp.1_0,trna.rep.3.tp.1_0,trna.rep.1.tp.2_0,trna.rep.2.tp.2_0,trna.rep.3.tp.2_0,trna.rep.1.tp.3_0,trna.rep.2.tp.3_0,trna.rep.3.tp.3_0,trna.rep.1.tp.4_0,rbf.rep.2.tp.3_0,trna.rep.2.tp.4_0,trna.rep.3.tp.4_0,rbf.rep.1.tp.1_0,rbf.rep.2.tp.1_0,rbf.rep.3.tp.1_0,rbf.rep.1.tp.2_0,rbf.rep.2.tp.2_0,rbf.rep.3.tp.2_0,rbf.rep.1.tp.3_0,rbf.rep.3.tp.3_0,rbf.rep.1.tp.4_0,rbf.rep.2.tp.4_0,rbf.rep.3.tp.4_0
VNG_0865C,928.279,820.178,767.79,683.937,577.736,602.239,155.791,267.414,214.405,352.77,33.9346,294.607,302.071,24.053,16.1253,29.7098,26.3039,13.4626,20.3788,0,29.1836,0,40.4148,47.8077
VNG_0867G,143.506,139.35,126.338,116.538,107.515,119.056,31.1678,61.1864,49.5883,65.147,0,94.0804,73.6537,22.9139,20.4822,45.9921,12.5291,19.2375,4.85342,13.7511,34.7519,34.9787,19.2504,68.3154
VNG_0868H,104.151,88.337,110.76,94.6188,92.3665,89.0727,76.7544,46.6549,40.9916,225.985,78.2885,230.851,357.461,591.908,636.564,525.487,667.526,414.116,626.862,44.4021,44.8852,28.2363,0,73.5295
VNG_0869G,19.2136,21.3383,27.5239,17.1901,23.4373,20.2595,74.8192,34.8004,56.9139,534.522,0,521.927,922.386,89.9913,89.0598,43.6682,35.1474,35.9775,32.6762,15.4302,7.79905,19.6249,10.8005,0
VNG_0870G,1295.51,1283.8,1109.76,784.017,903.444,864.205,211.172,282.86,241.113,342.459,0,251.326,280.703,0,12.1193,16.7467,0,0,0,0,32.9001,0,45.5617,0
VNG_0872G,567.652,524.542,479.675,390.876,383.18,335.227,112.169,157.233,101.798,136.054,39.9358,135.956,128.062,37.7423,25.3027,61.1867,46.4334,26.4056,11.9913,33.9749,57.241,7.20181,15.854,18.7541
VNG_0873G,183.064,178.964,165.263,143.636,154.276,156.057,78.4895,67.6538,59.959,52.0402,53.3642,47.6341,63.4104,1096.92,980.512,770.889,599.785,740.975,496.727,317.793,183.572,57.7406,31.7774,0
VNG_0874G,180.14,153.734,146.287,133.286,117.333,117.031,42.5851,52.0392,53.0104,91.3304,10.8505,78.4126,78.0747,0,1.71868,4.74984,12.616,0,0,0,0,5.87019,12.9226,15.2864
VNG_0875C,81.4307,101.29,97.1001,78.0674,71.8079,66.3006,42.7975,24.3533,53.814,59.6368,0,46.1164,58.6247,0,29.9237,82.6986,183.045,37.4737,28.3626,241.078,40.6169,51.1025,224.993,133.075
VNG_0876G,72.4858,68.3063,101.269,435.847,520.879,173.448,50.9606,77.9688,51.4757,54.2917,53.7964,63.0362,51.9911,127.104,42.6057,82.4231,90.3489,64.0265,96.9192,0,92.5294,19.4027,53.3913,50.5262
VNG_0878G,476.062,401.487,385.587,461.204,483.482,426.401,316.047,634.586,436.927,445.728,213.442,316.618,262.839,529.511,591.647,700.758,3681.18,3217.72,1506.1,90.7917,137.669,0,63.5503,150.35
VNG_0879C,1025.18,992.927,1044.23,799.838,685.339,819.848,138.777,328.169,292.265,162.897,0,148.663,155.097,305.119,81.8216,18.8438,133.469,34.1552,77.553,146.487,74.0403,0,51.2673,0
VNG_0880G,3168.15,2986.08,3200.49,2455.28,2506.89,2736.34,1074.43,1949.9,1547.28,2273.11,12.5701,1817.93,2339.55,0,31.8568,38.518,19.487,69.8154,15.0974,21.3877,43.2408,27.2019,104.793,35.4179
VNG_0881G,116.006,111.493,122.975,84.5366,77.7406,90.7758,51.0402,71.2996,77.1851,104.633,9.60127,107.538,92.9895,6.80543,42.5825,16.8119,14.8846,38.0903,25.9464,8.16817,24.7711,20.7773,17.1521,27.0529
VNG_0882G,50.3413,44.7803,49.4714,44.9417,40.5595,41.4504,47.222,51.8478,50.9872,85.8291,32.5407,91.3828,75.2387,69.1951,46.3889,42.7342,50.4469,64.548,127.021,0,27.9849,0,38.7548,0
VNG_0883H,21.1372,29.6285,38.2895,24.1063,32.9568,39.5247,109.466,48.532,60.3826,59.4738,143.987,75.6361,87.735,204.118,254.678,320.405,279.024,276.093,309.846,61.2477,103.19,168.778,100.032,135.234
VNG_0884G,561.188,596.183,628.01,644.015,589.97,536.025,266.662,491.122,431.71,564.283,15.8406,546.654,483.942,33.6836,25.0909,24.2698,55.2536,37.7057,52.3201,53.9047,47.6799,59.9888,28.2983,66.9494
VNG_0885G,510.34,534.905,511.712,540.58,534.846,477.978,253.984,375.459,333.749,466.383,41.8612,431.827,385.654,22.8242,36.7237,36.6496,59.9042,17.8847,19.3377,49.3103,44.3083,94.0727,15.3401,108.877
VNG_0887G,846.263,936.883,816.995,773.476,789.268,696.675,237.8,228.189,180.631,267.515,26.1616,242.564,235.571,49.4493,34.5325,43.9004,40.5576,44.9751,44.5141,74.189,56.2472,47.1785,36.3504,61.4282
VNG_0889G,628.456,700.029,727.728,657.013,613.429,607.122,220.761,303.746,291.904,262.088,15.6757,292.092,302.861,22.222,25.8229,30.193,9.72063,22.388,15.062,37.3406,37.7469,37.3148,56.0075,26.501
VNG_0890G,1078.75,1134.58,1221.67,1255.73,1101.89,1350.54,723.552,1039.77,1214.49,1092.07,320.959,936.591,1000.22,30.333,128.791,196.7,116.1,203.73,179.896,109.221,165.614,69.4562,280.317,241.159
VNG_0891G,1338.71,1318.4,1296.67,1081.87,1007.28,1141.77,275.429,460.599,369.183,381.502,0,403.21,375.573,10.4286,6.99138,0,11.4045,23.3476,13.2533,12.5168,18.9795,0,0,0
VNG_0892H,3109.66,3833.96,3377.76,3110.66,2819.94,3679.22,680.649,1005.82,786.461,893.989,0,694.726,745.273,0,168.766,233.204,0,1268.08,0,0,0,1152.84,0,0
VNG_0893G,354.806,322.224,310.833,301.602,255.596,282.9,113.012,145.952,135.737,119.054,0,124.267,109.484,32.541,36.3596,35.1698,26.6896,54.64,27.5702,58.5857,29.6116,24.8373,27.3383,0
VNG_0896G,322.564,317.272,330.7,279.107,247.265,288.074,103.998,120.984,107.119,90.7664,0,96.4201,91.2739,148.443,11.0575,15.2795,0,0,0,0,0,0,0,0
VNG_0897G,277.974,315.238,376.182,359.598,307.776,248.211,66.3079,159.907,113.347,50.0856,32.218,64.0857,59.9556,68.5088,45.9288,74.0431,49.9466,38.3446,72.5546,123.341,27.7073,78.4354,67.1482,68.0839
VNG_0898G,406.031,461.144,545.027,512.096,449.235,360.001,109.764,229.658,191.24,78.0425,20.9046,89.8305,93.6948,9.87819,17.6598,27.453,10.8026,27.6443,12.5539,11.8562,29.9631,30.1586,8.29886,58.9015
VNG_0901G,729.226,802.914,922.127,835.313,792.703,621.858,195.816,390.25,317.149,153.863,27.0031,161.682,173.836,7.65597,22.2414,30.7336,25.1172,51.4209,19.4594,45.9451,41.8005,40.9046,25.7277,30.4339
VNG_0903C,1183.82,1310.68,1402.4,1250.62,1254.54,1104.05,360.162,466.051,449.216,209.82,41.9797,222.036,227.619,35.7065,15.9586,22.052,13.016,86.602,15.1261,57.142,50.5433,18.169,49.9962,0
VNG_0905G,257.772,243.127,264.168,254.998,245.205,250.425,89.1911,198.899,159.157,104.617,0,158.69,125.106,0,11.4635,15.8405,0,9.57054,10.8655,10.2617,20.7466,13.0513,14.3655,16.9932
VNG_0906H,632.741,579.873,773.822,889.712,763.753,885.784,524.449,1210.74,1280.82,1864.98,25.5354,1740.18,1850.95,0,32.3577,44.7126,19.7934,20.2609,46.0044,0,0,0,0,0
VNG_0907H,1008.13,1105.86,640.238,530.646,363.681,826.556,136.897,200.869,229.515,393.446,0,416.626,554.611,0,0,0,0,0,0,0,0,0,0,0
VNG_0908G,78.4166,78.8614,74.6029,61.4077,47.1468,60.3169,27.5414,28.9413,29.7866,45.3168,145.912,43.0656,46.4909,73.8738,151.878,143.715,165.613,90.9644,137.696,168.466,385.415,129.686,316.52,352.395
VNG_0909H,82.1614,82.7102,102.244,49.8903,50.1837,82.8328,42.7789,33.1449,36.1544,46.907,66.5898,48.8945,59.4058,31.4662,21.0952,38.8664,34.4108,35.2235,53.319,0,19.089,24.017,52.8707,0
VNG_0911H,1437.13,1659.86,1755.35,1115.8,1254.44,1573.55,1091.28,906.189,1173.59,1343.09,0,1108.38,1275.57,126.778,28.3309,39.1483,0,0,53.7057,0,0,0,0,251.982
VNG_0913H,139.652,133.606,135.07,144.177,106.103,127.33,54.5036,117.551,102.349,95.0924,62.6828,96.801,82.0115,48.469,46.9358,42.4065,44.1706,45.2138,58.1755,19.3915,34.3044,30.8288,33.9331,48.1683
VNG_0914H,153.15,132.228,143.276,113.59,114.916,127.208,66.9461,67.239,68.3462,109.182,198.007,110.821,105.604,460.343,381.381,343.244,417.472,289.077,504.176,202.143,224.777,145.687,113.193,223.165
VNG_0915G,24.1264,23.7275,26.0498,34.9915,33.5627,32.6557,37.6198,85.1158,76.4244,134.597,35.8933,214.916,131.48,30.5297,38.6605,34.5672,38.9511,28.4793,73.2872,48.8574,37.0417,23.3022,34.1981,60.6806
VNG_0916G,29.6291,33.3336,35.6711,28.7532,28.7503,34.653,54.6808,15.6033,19.491,24.5793,78.194,27.7724,34.3326,28.917,37.6954,34.2295,18.4468,32.3699,32.6664,34.7075,73.094,55.1782,72.8813,86.213
VNG_0917G,160.572,156.691,140.56,130.697,105.98,138.122,73.4081,55.2732,66.6641,108.419,16.1597,77.4307,87.4921,45.8164,15.3578,28.2958,50.1039,76.9309,19.4088,27.4954,13.8973,0,76.9826,0
VNG_0918H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_0919G,268.751,175.786,194.001,190.382,219.453,197.533,74.6812,29.3869,32.9389,74.6872,204.039,76.6716,85.308,309.909,221.616,210.536,350.207,277.531,332.586,49.5954,137.871,205.003,138.859,246.389
VNG_0920H,108.427,97.784,113.823,130.906,113.766,124.592,56.049,99.4851,92.4581,151.308,11.4617,191.818,152.576,43.3285,65.3574,43.4838,62.1904,24.2511,61.9478,39.0035,22.9996,20.6694,36.4011,32.2948
VNG_0921G,782.172,667.536,760.097,946.142,832.109,848.473,271.164,620.819,581.226,759.569,22.9206,890.787,745.81,43.3234,21.7832,20.0671,17.7666,30.3103,9.17637,25.9993,26.2822,24.8003,27.2976,0
VNG_0923G,616.416,463.723,518.931,720.737,632.121,519.854,77.5298,182.966,126.224,205.427,272.442,216.63,184.828,207.412,164.623,189.935,160.34,216.167,190.878,214.608,199.588,316.62,360.52,298.527
VNG_0924G,2996.32,2304.95,2395.96,2993.46,3203.72,2577.56,401.806,472.284,385.824,758.607,7.49563,664.75,687.701,0,18.9965,39.3747,17.4304,11.8947,36.0109,114.783,25.7849,16.2207,17.854,0
VNG_0925C,837.225,628.817,556.045,640.966,821.164,536.213,137.864,112.959,101.298,448.351,177.978,320.258,360.174,25.2304,98.6689,101.283,89.6723,91.7902,69.473,196.837,206.632,115.545,222.564,275.813
VNG_0926H,7.40027,8.92944,6.74308,6.0491,22.4931,20.8567,132.647,5.12194,27.7987,17.3287,659.185,27.5245,32.5693,7942.99,6369.16,5915.47,4598.62,5753.28,5146.2,2803.97,1133.79,3566.23,2355.2,9286.72
VNG_0927C,106.803,112.786,120.427,92.7519,82.0748,121.385,72.0829,130.792,161.678,128.497,27.4643,166.372,140.952,38.9336,26.1014,30.0563,53.2213,32.687,82.4657,0,59.0479,29.7166,0,38.6921
VNG_0928G,83.9788,80.4948,70.3572,72.0621,58.6731,72.9115,61.3651,94.7801,97.4068,83.6214,15.6678,114.003,87.3774,44.4217,13.2358,22.862,16.1929,16.5753,12.5453,8.88614,35.9313,0,12.4398,14.7154
VNG_0930G,102.472,103.206,113.59,97.7607,87.3108,69.2303,47.1711,64.9979,43.2314,72.0075,87.3539,68.3738,57.3363,49.5335,58.1134,68.8307,67.7111,117.827,99.6715,74.3153,82.6363,85.066,83.2282,73.8394
VNG_0931G,461.78,441.701,437.97,569.331,566.68,499.931,530.748,842.239,828.016,778.703,59.9651,716.156,571.259,127.511,121.103,104.999,81.3418,101.105,90.0272,38.261,70.9084,8.11035,35.7081,21.12
VNG_0932C,235.733,238.857,277.553,327.158,332.936,318.993,357.998,689.13,516.676,541.249,148.285,651.367,413.089,578.081,728.123,519.297,344.824,352.968,445.25,126.152,350.693,160.446,176.602,522.268
VNG_0933G,256.641,250.457,297.655,158.139,169.372,151.672,88.8875,131.705,107.692,199.864,554.42,230.333,194.128,482.799,516.872,429.922,773.551,766.683,637.354,363.857,497.233,248.525,141.491,401.696
VNG_0934H,771.267,855.183,972.488,1008.71,1030.63,860.087,871.829,1367.73,1292.01,2518.68,1845.62,2083,2146.75,1046.55,350.808,1939.02,572.244,1757.28,2216.71,2512.23,634.892,1597.59,2198.07,2080.12
VNG_0935G,126.615,119.628,152.377,93.0359,104.424,111.768,126.425,108.184,119.226,214.44,48.4792,227.215,294.394,22.9082,87.0278,99.0352,137.786,166.684,174.68,109.982,97.2811,104.91,38.4913,45.5322
VNG_0936C,38.6939,32.4603,39.1752,35.0429,34.3496,41.6828,38.165,19.0444,17.5345,9.39628,23.2923,13.2496,17.0296,0,25.8259,40.7849,27.082,18.4811,34.9693,0,40.0625,25.2025,0,0
VNG_0937G,19.5251,19.3292,71.7155,116.563,218.706,44.6366,45.1473,23.7644,22.821,16.1367,109.055,18.2866,24.8751,40.6835,112.735,80.4022,71.185,27.3248,72.3845,97.6601,118.467,167.682,177.731,194.069
VNG_0938G,16.9156,24.3421,23.2914,19.2555,17.1383,24.4376,42.6736,51.5144,62.6013,61.4203,0,46.7597,45.4957,16.8398,22.579,26.0002,46.0391,84.8275,0,20.2118,30.6476,0,42.4422,33.4706
VNG_0940G,1073.57,1138.17,1187.6,1250.7,1338.24,1084.96,1128.18,1592.49,1745.39,1189.57,44.93,1170.37,1004.07,113.233,68.0045,80.8581,61.9144,63.3767,38.9738,50.965,68.6927,21.6066,59.4556,70.3314
VNG_0941C,669.993,682.756,778.922,817.089,844.51,750.905,677.926,1266.72,1437.21,842.192,445.511,966.153,753.249,362.563,436.472,404.492,581.948,432.04,564.814,280.751,390.233,383.853,206.34,650.89
VNG_0942G,919.647,903.399,781.648,927.035,875.307,731.326,772.348,1163.16,1200.51,1875.88,431.472,1590.57,1295.69,509.717,649.264,424.974,1003.35,484.993,518.225,122.357,618.44,427.952,428.223,202.622
VNG_0943C,847.951,952.649,881.959,902.241,759.906,1102.74,915.876,911.918,1116,1559.02,192.634,1139.64,1319.94,68.2701,137.306,210.814,186.647,191.055,202.445,0,124.248,208.432,57.355,542.773
VNG_0945H,545.41,478.242,428.261,663.006,597.011,543.693,529.157,798.685,1169.33,1089.62,81.7173,710.986,924.272,0,388.312,572.35,696.762,129.676,343.517,417.121,351.383,265.257,194.645,1381.5
VNG_0946G,639.782,668.975,587.671,602.787,650.673,605.79,870.79,949.161,1204.03,2170.34,46.2254,1958.05,1909.04,104.848,43.9316,44.5175,100.327,22.0063,61.0716,31.4606,55.6552,120.039,77.0739,52.0986
VNG_0947G,44.987,56.3347,50.8193,65.5641,60.395,62.1079,102.902,89.9134,124.736,209.169,27.6854,201.596,204.941,45.7883,30.6968,32.3181,42.9198,25.6279,36.0228,23.553,51.5868,44.9338,21.9815,13.0012
VNG_0949G,401.303,462.137,425.793,599.4,599.142,587.615,781.769,977.843,1352.24,1841.19,42.2088,1637.17,1636.22,53.8521,25.4057,46.1924,49.0763,23.4432,32.952,35.9087,32.6695,4.56704,20.1077,23.7858
VNG_0950G,337.868,400.889,370.679,531.016,523.847,557.299,752.943,868.781,1008.61,2018.4,80.7986,1740.92,1734.45,160.358,56.3121,42.4437,100.208,89.7527,77.6354,137.477,97.2811,104.91,192.456,45.5322
VNG_0953C,937.048,1046.51,995.46,1479.59,1424.4,1340.4,1764.12,2334.1,2424.02,5115.38,0,3848.94,3984.57,42.6084,38.0866,39.4718,23.2978,71.5442,72.1994,51.1404,0,0,0,0
VNG_0954C,602.982,761.223,645.951,846.791,990.532,952.349,1388.58,1286.11,1610.49,3189.52,27.1263,2660.22,3025.05,38.4546,27.4989,30.8739,8.41064,30.1325,29.3224,36.9239,32.66,35.2212,38.7678,107.005
VNG_0955G,1138.63,1334.81,1456.99,2225.9,2179.02,2143.37,2282.05,2726.95,2424.55,5463.76,26.3859,4748.27,4775.78,112.215,33.4354,34.6514,81.8106,0,31.6911,0,22.6918,0,0,74.3458
VNG_0958G,656.594,680.58,645.715,977.057,1065.05,898,919.931,1097.66,927.148,2217.18,16.6762,1794.6,1730.75,41.3707,6.60362,23.7251,16.1579,13.2316,5.00729,14.1871,21.5122,9.02191,39.7215,11.7469
VNG_0959H,343.972,427.005,459.174,356.378,444.589,587.249,207.211,190.066,292.453,353.561,0,326.423,420.515,0,124.07,0,101.193,207.165,78.3982,0,0,141.254,0,0
VNG_0960G,3446.18,4440.39,5124.92,7671.61,7581.58,7387.11,13268.8,11775.5,16634.6,45649,0,35843.4,50251.2,26.5137,41.475,8.18731,0,14.8398,22.4636,31.8229,64.3384,40.4739,44.5494,52.6985
VNG_0961G,4613.14,5967.85,6746.02,10795.2,10434.6,9590.17,14542.6,16658.7,19697.8,60269.9,44.8117,49953.3,65367.3,0,7.09801,68.6574,17.3676,17.7778,13.4554,38.1231,38.5379,0,0,0
VNG_0962G,4467.46,5770.26,6735.49,10973.1,9927.11,9341.06,12635.8,16904.4,20274,59977.4,0,47340,62272.7,0,0,10.0937,0,0,0,0,0,0,0,0
VNG_0963G,1038.77,1502.51,1062.43,1073.76,1329.04,1166.54,930.384,1140.34,1905.98,3138.5,33.1158,2636.53,3161.17,164.309,212.439,141.341,109.094,72.2576,59.6612,126.778,170.877,179.158,187.339,186.617
VNG_0964C,787.272,844.281,660.796,797.577,781.319,801.916,868.568,859.413,1255.58,2691.44,42.4266,2140.42,2269.96,150.361,100.803,83.5753,90.4374,67.3261,121.023,72.1879,18.2433,45.906,25.2642,0
VNG_0965C,1184.79,1077.37,1055.3,1017.02,892.566,1136.81,573.547,834.072,1049.52,1062.03,537.529,841.76,865.404,655.326,340.57,258.834,358.325,469.148,361.539,439.005,342.082,488.554,345.695,545.242
VNG_0966G,801.584,820.274,849.661,1101.48,1081.59,879.605,782.031,1214.75,1266.17,2530.65,28.2813,2099.18,2156.71,100.23,44.7965,55.7108,54.8046,89.7583,42.4595,24.06,121.609,61.2013,84.2049,39.8432
VNG_0967G,755.186,820.042,815.786,1010.3,1060.81,914.276,875.337,1545.12,1554.9,2154.53,163.578,2155.1,2103.19,0,69.0935,0,42.2649,0,32.7445,0,0,0,64.9383,153.634
VNG_0969H,493.847,510.188,517.628,716.344,713.244,560.976,508.15,1064.06,1006.43,1435.37,37.957,1373.99,1335.8,32.285,28.8588,26.5852,47.0749,12.0467,50.1476,12.9166,32.6429,24.6419,9.04108,0
VNG_0970G,1084.41,1351.68,1355.41,1888.76,1874.51,1591.63,1776.74,2800.23,3058.44,4123.43,202.546,3519.6,3757.98,130.514,122.497,161.209,157.001,87.6593,132.693,31.3298,158.354,159.387,219.296,155.646
VNG_0971G,851.169,1019.48,1036.81,1394.68,1446.12,1216.33,1275.26,2135.47,2348.12,3175.24,142.109,2973.15,2832.83,151.091,116.299,271.297,116.273,112.755,173.052,181.346,271.585,217.831,559.453,133.47
VNG_0973G,781.087,841.412,808.919,1123.32,1173.56,909.692,897.442,1774.74,1665.73,2682.56,101.468,2373.74,2213.58,59.9343,99.1117,88.8356,72.0972,60.3818,81.2464,86.3229,72.7185,128.088,251.76,238.25
VNG_0974G,2818.64,3735.12,3316.58,3904.39,5229.41,4807.9,7342.22,5897.76,7261.8,12337.6,0,9411.24,11336.5,124.257,55.5354,95.9251,0,69.5473,78.9572,223.708,37.6904,94.841,156.586,123.487
VNG_0976G,837.901,846.278,811.91,921.893,952.294,870.797,974.614,1505.94,1814.65,2774.64,42.4127,2340.91,2373.76,90.1871,47.0261,102.114,16.4378,33.652,25.4701,72.1642,18.2374,0,101.024,0
VNG_0978H,535.618,558.229,529.596,598.953,747.433,744.636,842.702,822.313,1148.13,1868.48,18.1323,1608.37,1836.7,0,22.9767,31.7498,42.165,0,21.7781,30.8518,0,0,43.1899,51.0903
VNG_0979H,13.0049,12.2193,16.318,19.1695,19.3321,15.2619,33.4376,39.5456,40.8435,39.7715,20.2206,50.3526,50.4331,14.3325,12.8115,8.85161,0,40.1098,0,17.2025,0,10.9395,36.123,56.9744
VNG_0981C,94.075,81.8176,92.1534,77.7037,70.9446,69.5005,37.399,53.7487,34.8454,62.1526,0,70.6318,61.5993,11.0439,19.7437,20.4617,12.0773,24.7252,14.0353,0,46.8984,8.42937,37.1127,21.9507
VNG_0982C,1107.9,1005.05,953.832,958.189,896.032,827.522,486.38,700.032,560.236,637.591,0,482.443,486.535,425.512,309.038,328.49,407.165,774.022,360.512,0,129.069,162.389,89.3702,211.436
VNG_0983C,413.403,392.199,337.903,320.892,294.678,266.671,135.038,178.431,164.289,199.543,45.4784,165.452,148.743,64.4708,46.8235,52.2591,48.4714,63.1479,51.2085,19.3451,63.5558,73.8122,60.9335,48.0531
VNG_0985H,15.3338,32.6422,37.4859,16.4743,32.7975,39.164,119.736,12.0798,47.9223,23.613,47.3696,29.5208,73.2464,39.1718,32.5137,58.7523,42.8375,53.2455,47.4115,40.2992,44.1325,64.068,94.0258,44.4901
VNG_0986H,68.2039,89.2481,71.385,38.423,39.4534,64.6808,100.501,20.0944,48.4711,16.1867,43.5792,22.5681,51.7189,30.8892,144.958,104.923,33.7798,121.022,91.5974,148.298,74.9559,212.189,129.753,184.186
VNG_0987H,491.987,549.347,508.514,288.971,280.94,364.242,166.095,95.3548,126.098,55.1326,65.9456,51.1555,76.9469,233.713,62.6732,43.3017,25.5584,104.648,59.4036,56.1025,28.3565,35.6769,39.2694,0
VNG_0988H,74.8961,184.031,89.3387,82.3704,128.31,118.208,154.59,39.5852,122.768,63.7743,754.273,47.2721,101.884,1069.27,955.792,1045.58,974.44,1097.2,1585.38,1497.28,756.784,1224.2,1497.19,1771.06
VNG_0989C,32.7195,49.1853,56.2965,33.9922,48.7995,58.2145,173.789,28.4658,71.9259,35.3837,60.7015,42.8318,99.3534,36.8791,35.7124,49.3483,67.217,48.1631,26.0379,44.2638,22.3727,56.2968,72.2932,24.4335
VNG_0990H,512.789,472.866,402.671,453.24,456.181,789.588,797.101,657.893,853.507,533.673,0,397.992,385.313,523.276,0,0,0,0,0,0,317.446,0,0,0
VNG_0991H,351.797,341.397,513.667,1076.51,809.131,1256.6,2127.47,2830.24,3959.51,3786.81,100.245,3705.68,2900.41,426.326,381.083,197.471,310.814,278.386,511.703,852.825,517.263,271.166,477.553,282.454
VNG_0992H,55.1582,60.6833,65.3109,215.551,193.204,219.966,530.695,573.874,612.178,978.027,27.9487,749.675,805.187,19.8102,0,6.11729,21.664,22.1757,41.9602,47.5541,12.0179,30.2408,49.9288,0
VNG_0993H,52.4517,118.725,125.584,88.4609,121.717,172.547,376.88,86.2099,205.338,125.795,34.9384,129.145,207.058,16.5097,44.2729,45.883,27.082,18.4811,55.9509,0,10.0156,0,13.8701,0
VNG_0994H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_0995H,10767.3,10204.6,14166.2,46413.1,36377.1,40656.3,46352,137271,141880,173360,0,197463,144960,0,88.7878,122.689,217.248,0,168.312,0,241.032,0,0,1579.4
VNG_0996G,86.5604,74.0326,97.4944,229.087,167.914,229.804,254.683,738.546,714.789,633.374,17.767,1054.56,623.307,6.29669,5.62846,7.77754,6.88593,0,0,7.55755,11.4597,14.4181,10.5799,12.5153
VNG_0997G,136.485,156.351,173.784,155.491,159.748,131.671,561.066,718.849,1291.99,731.988,59.3105,987.109,859.262,179.369,135.282,183.474,134.856,90.9817,113.977,60.5493,54.4073,4.27831,28.2547,22.2821
VNG_0998G,584.709,570.67,659.049,457.101,476.726,437.809,221.673,526.41,333.61,135.238,88.0007,166.051,120.218,74.8505,47.3926,26.9657,27.285,27.9294,42.2777,0,128.656,47.6088,31.4417,74.3862
VNG_0999H,154.814,143.695,168.193,509.434,357.944,562.745,465.463,1234.99,1383.04,980.656,0,1040.89,746.866,0,58.4586,40.3897,0,146.416,110.818,0,79.3487,99.8331,0,0
VNG_1000H,394.841,497.488,389.593,326.316,291.742,356.591,149.89,202.319,131.112,248.596,397.196,202.841,172.814,563.069,1006.63,869.365,1077.58,472.728,596.321,337.91,170.793,0,0,0
VNG_1001G,642.993,590.245,817.656,816.12,736.918,469.034,222.479,416.708,350.194,597.55,0,653.976,551.475,21.9218,27.7601,18.0516,3.99554,8.17981,15.4776,17.541,26.5978,22.3095,24.5559,43.5717
VNG_1002H,320.192,300.485,360.805,339.607,381.856,309.688,507.398,1082.32,1141.76,460.417,0,580.452,471.655,28.1854,12.5971,26.1105,30.823,15.7755,35.8198,33.8293,34.1974,10.7564,0,0
VNG_1003H,460.709,425.847,383.36,432.014,396.318,421.383,358.368,502.972,577.964,363.675,0,415.995,424.654,678.027,757.59,558.323,247.159,379.494,382.969,0,0,172.504,0,449.214
VNG_1005H,237.216,331.428,291.992,159.886,244.555,258.042,177.167,109.456,144.606,126.687,189.743,183.167,174.002,1075.93,480.874,830.604,1176.61,1806.61,1139.47,645.688,652.714,0,225.977,1069.26
VNG_1006H,84.1965,154.578,162.418,140.135,182.649,193.758,312.576,116.148,191.619,173.969,96.1249,153.076,251.29,77.8673,100.055,48.0901,74.5098,130.748,41.2329,93.4597,141.715,252.591,114.481,116.076
VNG_1007H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_1008G,9117.93,10439.7,14357.5,18537.4,16809.3,17161.2,18305.2,19037.1,25669.8,36401.5,54.8152,31834,34794.6,25.9022,17.365,23.9954,28.3261,0,21.9455,31.0889,78.5681,0,195.849,51.4831
VNG_1009G,13390,16385.4,21886.9,27915.8,25036.7,26851.5,28037.7,26990.8,38354.5,54663.5,0,47488,52813.2,0,0,0,0,0,0,38.8557,0,0,27.1974,0
VNG_1011C,1060.13,950.029,979.945,1164.08,1668.77,915.245,700.773,1109.76,1299.61,1238.37,18.1323,1383.46,1127.23,51.4092,155.093,63.4996,56.2201,86.3218,141.557,0,124.75,19.6194,86.3797,102.181
VNG_1012H,2855.99,3280.28,3354.78,3737.14,4738.25,3468.95,2598.98,4880.91,6640.69,11799.7,268.291,9087.51,11103.6,380.333,736.602,704.669,831.848,567.663,805.586,0,384.549,774.116,426.033,755.947
